max IN degrees,avg IN degrees,avg OUT degrees,avg clustering coeff
97,74.695,74.695,0.3756162787575657
97,74.795,74.795,0.37599783935293873
97,75.07,75.07,0.3774088409883472
97,75.27,75.27,0.37854158380903036
97,75.42,75.42,0.37938697508150143
97,75.595,75.595,0.38029353052777054
98,75.76,75.76,0.3810738260181514
99,75.89,75.89,0.3818428411917843
99,75.93,75.93,0.3820273997284106
100,76.145,76.145,0.3831278977981503
100,76.255,76.255,0.38369459207928963
100,76.315,76.315,0.38396507649497474
100,76.55,76.55,0.38511661505927514
100,76.685,76.685,0.3858692054824694
99,76.805,76.805,0.38637918739458954
99,76.94,76.94,0.38697188343187583
99,77.115,77.115,0.38786126927103415
99,77.28,77.28,0.38865444727879095
99,77.49,77.49,0.38974935244302533
100,77.635,77.635,0.3905240181359923
100,77.74,77.74,0.3910644303517348
100,77.855,77.855,0.39155608542036435
100,77.97,77.97,0.39220022088449624
100,78.105,78.105,0.3929678583887655
99,78.3,78.3,0.3939730391587284
98,78.455,78.455,0.3947334249593581
97,78.605,78.605,0.3954507957626512
96,78.73,78.73,0.39607075637798234
95,78.895,78.895,0.39698224713497443
96,79.075,79.075,0.3978489830978546
96,79.27,79.27,0.3987760551622489
97,79.385,79.385,0.3994769374112837
97,79.575,79.575,0.40031377809272223
98,79.645,79.645,0.40065191743860057
98,79.725,79.725,0.4010525868191063
98,79.83,79.83,0.4016082394825479
98,80.055,80.055,0.40278643782073476
97,80.26,80.26,0.40377939347832376
98,80.325,80.325,0.40412921383265643
99,80.475,80.475,0.40490161090033644
99,80.55,80.55,0.4052859684294588
98,80.76,80.76,0.40643688860894345
99,80.88,80.88,0.4069858094387611
99,81.03,81.03,0.4076971517330981
99,81.04,81.04,0.40769865185775933
99,81.12,81.12,0.4081897002020753
99,81.25,81.25,0.40875454788175253
99,81.43,81.43,0.40964869306860696
99,81.6,81.6,0.4105358050566177
98,81.71,81.71,0.4110835208500583
98,81.8,81.8,0.4115165082640068
99,81.96,81.96,0.41240315438244074
99,82.085,82.085,0.4130177612412482
101,82.225,82.225,0.41367439067631795
101,82.295,82.295,0.41398598718758073
101,82.5,82.5,0.41488569909855805
101,82.715,82.715,0.4159756207808957
102,82.915,82.915,0.41702232043900744
102,82.98,82.98,0.41733203559367504
102,83.095,83.095,0.41808373212825406
102,83.24,83.24,0.41892880861850257
102,83.265,83.265,0.41905456494887056
104,83.44,83.44,0.4198689085102323
104,83.605,83.605,0.420768263399497
