max IN degrees,avg IN degrees,avg OUT degrees,avg clustering coeff
64,50.15,50.15,0.5082622501476846
65,50.19,50.19,0.5088798976541853
64,50.15,50.15,0.5084741660397364
64,50.17,50.17,0.5083807926536458
64,50.21,50.21,0.5084235915041946
63,50.23,50.23,0.5087914731362546
63,50.21,50.21,0.5079430064834388
64,50.34,50.34,0.5090385617653423
64,50.43,50.43,0.509879994116572
63,50.46,50.46,0.5097721087348405
63,50.5,50.5,0.5101865489009427
63,50.46,50.46,0.509984505885296
63,50.52,50.52,0.5105227729932585
63,50.53,50.53,0.5104440013758403
62,50.45,50.45,0.509470443668515
63,50.54,50.54,0.5106903572807023
63,50.48,50.48,0.5099794720376477
64,50.54,50.54,0.5107718576155016
64,50.43,50.43,0.5097025227841324
64,50.6,50.6,0.5114052087931253
63,50.6,50.6,0.5113636773921916
63,50.86,50.86,0.5139829020116645
63,51.03,51.03,0.5157016446939814
64,51.1,51.1,0.5166502278367712
64,51.26,51.26,0.5184163724911232
64,51.32,51.32,0.5189233874345923
64,51.34,51.34,0.5193679994632683
63,51.51,51.51,0.521001204797717
63,51.51,51.51,0.5211901909539107
62,51.66,51.66,0.5226356510869186
62,51.62,51.62,0.5220133932452221
62,51.71,51.71,0.5228663656748771
62,51.74,51.74,0.5230322929542858
62,51.87,51.87,0.5243380990614807
62,51.91,51.91,0.5245893266130177
63,52.02,52.02,0.5258433014527075
63,52.09,52.09,0.5267277048677353
62,52.18,52.18,0.5273729688822595
63,52.18,52.18,0.5272382101992179
63,52.19,52.19,0.5272972286753983
61,52.16,52.16,0.5268264465703981
61,52.2,52.2,0.527209810422792
60,52.23,52.23,0.5277222511141111
60,52.27,52.27,0.528132550972859
60,52.27,52.27,0.5283316406849623
60,52.34,52.34,0.5289556457441807
61,52.4,52.4,0.5294532928149002
62,52.46,52.46,0.5302986680717809
62,52.5,52.5,0.5306084064482033
61,52.39,52.39,0.5295748691044989
61,52.54,52.54,0.5310616772124804
61,52.62,52.62,0.5316477455126392
62,52.73,52.73,0.5329177549879557
61,52.81,52.81,0.5339398671473246
62,52.97,52.97,0.5355597683318142
62,53.08,53.08,0.5366120641906281
62,53.13,53.13,0.5368869552218154
62,53.19,53.19,0.5373952736917659
63,53.16,53.16,0.5372256454326731
66,53.26,53.26,0.5381272296298937
65,53.18,53.18,0.5373950082701682
65,53.18,53.18,0.5374353843184022
66,53.25,53.25,0.5383459553465275
66,53.21,53.21,0.5381126422307734
66,53.24,53.24,0.538570661878716
65,53.16,53.16,0.5378326550813619
64,53.19,53.19,0.5380469400914173
65,53.37,53.37,0.5402834185733391
66,53.58,53.58,0.5424309965287785
68,53.67,53.67,0.5433965282698209
66,53.83,53.83,0.5449679705034464
66,53.89,53.89,0.5456057124271984
66,54.01,54.01,0.5467517176349603
68,54.09,54.09,0.547815894514249
68,54.08,54.08,0.547513555363386
68,54.1,54.1,0.5475402020238516
68,54.19,54.19,0.5485864929892288
68,54.24,54.24,0.5493388878811365
69,54.35,54.35,0.550934919801577
69,54.37,54.37,0.5508407146237082
69,54.45,54.45,0.5516741693600536
69,54.6,54.6,0.5530278146858872
69,54.58,54.58,0.5528056940494374
69,54.58,54.58,0.5527400845402574
68,54.62,54.62,0.553046012415525
67,54.57,54.57,0.5523676309147028
66,54.53,54.53,0.5520929434460214
66,54.41,54.41,0.5508354839096986
65,54.48,54.48,0.5514239621824674
65,54.57,54.57,0.5519956851863483
65,54.67,54.67,0.5531279764157508
66,54.62,54.62,0.5526632296965729
67,54.74,54.74,0.5538309343132598
67,54.74,54.74,0.5537179575906509
67,54.93,54.93,0.5556907579415032
67,55.05,55.05,0.5569485485841088
68,55.19,55.19,0.5580381610160576
68,55.26,55.26,0.5587215836450581
68,55.25,55.25,0.5587837629240042
68,55.27,55.27,0.559156428187024
68,55.33,55.33,0.5598291811511628
68,55.4,55.4,0.5605006528066238
68,55.41,55.41,0.5605922601853337
67,55.44,55.44,0.5609233436745292
67,55.41,55.41,0.5609510250596103
67,55.47,55.47,0.561581285389558
67,55.51,55.51,0.5620203177117545
68,55.67,55.67,0.5636218689558214
68,55.82,55.82,0.5652180819142627
67,55.81,55.81,0.5653274441500867
67,55.77,55.77,0.5650996381989755
67,55.74,55.74,0.5647577292636394
67,55.8,55.8,0.5654879327119462
68,55.82,55.82,0.5655607245194095
68,55.87,55.87,0.565940333125141
67,55.95,55.95,0.5668155970797017
66,55.87,55.87,0.5658028646800307
65,55.95,55.95,0.5665043666970502
65,56.02,56.02,0.5672703608747388
65,56.03,56.03,0.5672328689624354
65,56.01,56.01,0.5672553766632036
65,55.99,55.99,0.5671110920573571
66,56.07,56.07,0.5679075925894402
66,55.99,55.99,0.566936786455527
66,56.15,56.15,0.5685163896976523
67,56.2,56.2,0.5692041083070006
67,56.21,56.21,0.5692879376344733
67,56.24,56.24,0.569530578350916
67,56.25,56.25,0.569412094916104
67,56.31,56.31,0.5699874135655407
67,56.26,56.26,0.5696451362334308
67,56.36,56.36,0.5707953398212099
66,56.41,56.41,0.5710089181936874
65,56.35,56.35,0.5702270401173928
65,56.5,56.5,0.572030518353825
66,56.52,56.52,0.5721659980306404
65,56.51,56.51,0.5722166651617145
65,56.59,56.59,0.5730028778478053
65,56.61,56.61,0.5733712148954142
66,56.56,56.56,0.5728971649756063
66,56.48,56.48,0.5722367702032843
66,56.42,56.42,0.571483991974377
65,56.42,56.42,0.5716521073978642
65,56.48,56.48,0.572178566687393
66,56.55,56.55,0.572692249485464
66,56.62,56.62,0.5732207189451188
66,56.66,56.66,0.5735066234823838
66,56.74,56.74,0.5741123156570371
66,56.8,56.8,0.5745585067856936
66,56.8,56.8,0.5744883265452602
66,56.83,56.83,0.5746786647936295
67,56.83,56.83,0.5748411794492538
68,56.79,56.79,0.5745129111925334
68,56.76,56.76,0.5741658211620684
68,56.76,56.76,0.5741486630557198
67,56.7,56.7,0.5734119011426495
68,56.71,56.71,0.573559139866686
68,56.74,56.74,0.5735392362046385
68,56.79,56.79,0.5739824600244406
68,56.76,56.76,0.5737383852617365
67,56.73,56.73,0.5736293315746516
67,56.78,56.78,0.5743441065951926
68,56.84,56.84,0.575032998232891
67,56.89,56.89,0.5754388494609919
67,56.85,56.85,0.5748895902374713
67,56.85,56.85,0.5748959253153457
67,56.95,56.95,0.5758570621671125
67,57.02,57.02,0.5765435655707918
69,57.06,57.06,0.5769160632611992
69,57.13,57.13,0.577592756463794
69,57.2,57.2,0.5782641482014994
69,57.14,57.14,0.5775456710849831
69,57.08,57.08,0.576905288009475
69,57.22,57.22,0.5782369718612166
69,57.36,57.36,0.5799004394766213
69,57.34,57.34,0.5797670912047697
69,57.43,57.43,0.5806951765369126
70,57.53,57.53,0.5816888132672159
70,57.55,57.55,0.5819563030673539
70,57.55,57.55,0.5818907962410271
70,57.49,57.49,0.5813269286880675
70,57.54,57.54,0.5816213385701088
70,57.48,57.48,0.5809662141652449
70,57.39,57.39,0.580213238266
69,57.43,57.43,0.5807663098234179
69,57.48,57.48,0.5815056300809048
69,57.55,57.55,0.5823276448143057
69,57.64,57.64,0.5834154455334529
71,57.66,57.66,0.5836496638369345
71,57.68,57.68,0.5837871325244239
71,57.76,57.76,0.5845190688627512
71,57.86,57.86,0.5855907759780766
71,57.92,57.92,0.586379052801014
71,57.94,57.94,0.5867285514705773
73,58.02,58.02,0.5876519487192792
73,58.14,58.14,0.5889962411505314
72,58.17,58.17,0.5892849744631725
72,58.3,58.3,0.5905248405049934
72,58.4,58.4,0.5913677046489296
71,58.34,58.34,0.5908767533719592
70,58.21,58.21,0.5895249306675627
70,58.12,58.12,0.5884941806318256
70,58.32,58.32,0.5904016521077545
70,58.33,58.33,0.5903483809342461
70,58.48,58.48,0.5920611293430518
71,58.51,58.51,0.5922098468664054
71,58.52,58.52,0.5924574246466562
71,58.62,58.62,0.5937013181582914
72,58.71,58.71,0.5943888230239831
72,58.63,58.63,0.5934228477248075
72,58.54,58.54,0.5924704086222132
72,58.55,58.55,0.5926899420987738
71,58.47,58.47,0.5915737975631141
72,58.61,58.61,0.5928407765355742
72,58.73,58.73,0.5940580380631149
72,58.74,58.74,0.5942846066984546
72,58.74,58.74,0.5943269453684008
72,58.74,58.74,0.5941788365438639
71,58.83,58.83,0.5949922652213537
72,58.69,58.69,0.5936934110063607
72,58.75,58.75,0.5944018867190032
72,58.67,58.67,0.5933847454708104
72,58.79,58.79,0.5945857422512162
73,58.77,58.77,0.594414784870511
71,58.85,58.85,0.5953371103717772
72,58.82,58.82,0.5949485119818347
72,58.88,58.88,0.5956345209659937
71,58.96,58.96,0.5962601922348123
71,58.94,58.94,0.595975870169503
71,58.94,58.94,0.596061175082795
70,59.04,59.04,0.5969699741028954
69,59.09,59.09,0.5975850236269409
71,59.09,59.09,0.5977812937126794
69,59.15,59.15,0.5985968805069285
70,59.26,59.26,0.5996512849705817
71,59.23,59.23,0.5991835566866603
71,59.31,59.31,0.600019760016679
72,59.4,59.4,0.6009740845500633
72,59.35,59.35,0.6003705765566714
72,59.38,59.38,0.6006256949347228
72,59.39,59.39,0.6006722747998812
71,59.44,59.44,0.6010845391650175
71,59.36,59.36,0.6004452019622402
71,59.42,59.42,0.6010195668843386
72,59.47,59.47,0.6015479824666322
71,59.58,59.58,0.6028177993854161
71,59.54,59.54,0.6027156645914176
70,59.49,59.49,0.6022021205329268
71,59.46,59.46,0.6021684562672421
70,59.58,59.58,0.6032903833672004
69,59.7,59.7,0.6044606722975849
69,59.75,59.75,0.6048060575042086
70,59.7,59.7,0.6044598368124618
70,59.76,59.76,0.6050487546974975
