max IN degrees,avg IN degrees,avg OUT degrees,avg clustering coeff
35,28.433333333333334,28.433333333333334,0.48209502098148593
36,28.45,28.45,0.4813037509362722
36,28.533333333333335,28.533333333333335,0.48267969986906684
35,28.483333333333334,28.483333333333334,0.48187611189266355
35,28.5,28.5,0.48204416154357954
35,28.483333333333334,28.483333333333334,0.48137544521662956
35,28.266666666666666,28.266666666666666,0.47751526117259663
36,28.183333333333334,28.183333333333334,0.47586845211546763
36,28.25,28.25,0.4764195511718788
37,28.25,28.25,0.47577902813176676
36,28.466666666666665,28.466666666666665,0.479245435215792
36,28.516666666666666,28.516666666666666,0.4810293248623339
36,28.616666666666667,28.616666666666667,0.4828030825644742
36,28.633333333333333,28.633333333333333,0.48368196253050383
36,28.633333333333333,28.633333333333333,0.4837460350118633
35,28.733333333333334,28.733333333333334,0.4860248707852602
35,28.533333333333335,28.533333333333335,0.4828192787580192
35,28.583333333333332,28.583333333333332,0.4835077071230003
35,28.6,28.6,0.48330212090454433
35,28.616666666666667,28.616666666666667,0.4839793266018599
35,28.533333333333335,28.533333333333335,0.48322864874033955
35,28.55,28.55,0.4841266633839843
35,28.65,28.65,0.4860384127789024
35,28.85,28.85,0.48938174741192064
35,28.9,28.9,0.4898362107071533
35,28.966666666666665,28.966666666666665,0.4908577185333017
35,28.916666666666668,28.916666666666668,0.49036984570895575
36,29.033333333333335,29.033333333333335,0.49329213067565075
36,28.983333333333334,28.983333333333334,0.49263450793360886
36,28.916666666666668,28.916666666666668,0.49179069543005605
36,28.883333333333333,28.883333333333333,0.49122838853577544
35,28.816666666666666,28.816666666666666,0.4905763076132226
36,28.95,28.95,0.49147003156350494
36,28.916666666666668,28.916666666666668,0.492118074289314
36,28.766666666666666,28.766666666666666,0.49014581799790263
36,28.75,28.75,0.4901585959497551
36,28.733333333333334,28.733333333333334,0.48954852222862383
36,28.766666666666666,28.766666666666666,0.4901830733820243
37,28.85,28.85,0.49121371545706916
36,28.8,28.8,0.49095734006353514
36,28.733333333333334,28.733333333333334,0.48941183486368217
37,28.916666666666668,28.916666666666668,0.492343751960467
37,28.983333333333334,28.983333333333334,0.49330021158190096
37,29.016666666666666,29.016666666666666,0.49534290361469574
36,28.933333333333334,28.933333333333334,0.49546743233019336
36,28.933333333333334,28.933333333333334,0.49500919697347734
36,29.016666666666666,29.016666666666666,0.496333225069268
36,29.033333333333335,29.033333333333335,0.49604325320313125
37,29.166666666666668,29.166666666666668,0.4986723664812235
37,29.1,29.1,0.4971880393656594
37,28.916666666666668,28.916666666666668,0.49444302119057465
36,28.916666666666668,28.916666666666668,0.49441400368031946
37,28.85,28.85,0.49388596521480255
38,28.883333333333333,28.883333333333333,0.4948750419900417
37,28.85,28.85,0.49462050338523844
36,28.75,28.75,0.4931297538648807
36,28.683333333333334,28.683333333333334,0.4923903185671868
36,28.7,28.7,0.49284037392315444
36,28.8,28.8,0.4938963716506163
35,28.816666666666666,28.816666666666666,0.4944384234803704
35,28.7,28.7,0.4925876657952859
35,28.65,28.65,0.4908084587958713
36,28.666666666666668,28.666666666666668,0.4910806631979895
37,28.683333333333334,28.683333333333334,0.49117451980037397
37,28.65,28.65,0.48955977614293594
37,28.616666666666667,28.616666666666667,0.489567569070939
37,28.716666666666665,28.716666666666665,0.49192238888502876
37,28.683333333333334,28.683333333333334,0.4916575766406641
35,28.75,28.75,0.4916981271808558
35,28.733333333333334,28.733333333333334,0.49095095269688044
34,28.633333333333333,28.633333333333333,0.48993338577283546
34,28.783333333333335,28.783333333333335,0.491345125922453
35,28.616666666666667,28.616666666666667,0.4883701802673447
35,28.7,28.7,0.49012452823259894
35,28.783333333333335,28.783333333333335,0.49112039424077664
35,28.816666666666666,28.816666666666666,0.49186113716054847
35,28.733333333333334,28.733333333333334,0.4907333523909019
35,28.883333333333333,28.883333333333333,0.49348435200334073
36,29.05,29.05,0.4956693348045406
36,29.05,29.05,0.4957876772816581
35,29.066666666666666,29.066666666666666,0.4960844990413341
36,29.216666666666665,29.216666666666665,0.4984073462687855
36,29.25,29.25,0.4985804192233573
36,29.333333333333332,29.333333333333332,0.4993393821161362
36,29.383333333333333,29.383333333333333,0.49979778845865375
36,29.483333333333334,29.483333333333334,0.5013031313929909
37,29.633333333333333,29.633333333333333,0.5043230339105031
37,29.65,29.65,0.5051704995654717
37,29.7,29.7,0.5057848816760041
37,29.766666666666666,29.766666666666666,0.5065908757579191
37,29.816666666666666,29.816666666666666,0.5085713850368544
37,29.816666666666666,29.816666666666666,0.508435202921863
37,29.8,29.8,0.5074868031532829
37,29.85,29.85,0.5084980451123874
38,29.933333333333334,29.933333333333334,0.5098981399954069
38,29.983333333333334,29.983333333333334,0.5104183678063646
38,29.833333333333332,29.833333333333332,0.5073663278747115
39,29.883333333333333,29.883333333333333,0.507886889450593
39,29.883333333333333,29.883333333333333,0.5089038795057205
39,29.866666666666667,29.866666666666667,0.5084479366729926
39,29.85,29.85,0.5083995315184847
39,30.1,30.1,0.5127485107990462
39,30.3,30.3,0.515983673972117
39,30.283333333333335,30.283333333333335,0.5155921784939319
38,30.266666666666666,30.266666666666666,0.5140542001707141
38,30.333333333333332,30.333333333333332,0.5150224645975016
38,30.266666666666666,30.266666666666666,0.5133274390236027
38,30.283333333333335,30.283333333333335,0.5138260469418431
38,30.316666666666666,30.316666666666666,0.5144428253559024
38,30.266666666666666,30.266666666666666,0.5128889904731396
38,30.3,30.3,0.5129646073744166
38,30.266666666666666,30.266666666666666,0.5127029065876796
38,30.283333333333335,30.283333333333335,0.513612416627683
