w_sim,w_prox,w_pop,run,max IN degrees,avg degrees,avg clustering coeff,betweenness centrality
0.4,0.0,0.6,0,33,8.791264706587572,0.33293762510939884,"{0: 0.008539842092473673, 1: 0.0076600299203038935, 2: 0.013668673176603962, 3: 0.005893780465698274, 4: 0.011548569415209223, 5: 0.007218759511318568, 6: 0.01301122264081889, 7: 0.00709370571377018, 8: 0.0098269829513733, 9: 0.004753967596433349, 10: 0.012005196289145991, 11: 0.012094057135195437, 12: 0.007195050335662745, 13: 0.009206364541620491, 14: 0.006353397257909749, 15: 0.007633757185529949, 16: 0.007629181734847794, 17: 0.006853687388538317, 18: 0.004624861977803155, 19: 0.00784440688460155, 20: 0.014641619930754331, 21: 0.01026675803622451, 22: 0.007828891123613122, 23: 0.007785916726340408, 24: 0.009845590905273248, 25: 0.007255911944671011, 26: 0.013467581385272974, 27: 0.012000294315065935, 28: 0.010042189902181845, 29: 0.009364629721197006, 30: 0.007840248478899397, 31: 0.005947544863794493, 32: 0.01163902764930162, 33: 0.011922733563547425, 34: 0.011202350932884459, 35: 0.010190988307108585, 36: 0.009504407258234815, 37: 0.012682556830421455, 38: 0.010551206432605136, 39: 0.005455991395810726, 40: 0.00568379814053931, 41: 0.01236364763311411, 42: 0.007508069112674908, 43: 0.012447012703862018, 44: 0.01447573582471161, 45: 0.007719283726535944, 46: 0.010625671146420542, 47: 0.007508349968537001, 48: 0.007172964535978233, 49: 0.008778386887615439, 50: 0.008987187880482762, 51: 0.010643252424074342, 52: 0.00700309799322692, 53: 0.00728972200567688, 54: 0.00676825462784367, 55: 0.009147846349381615, 56: 0.007597547011591286, 57: 0.008523797821743027, 58: 0.009924936255569445, 59: 0.0079161135667985, 60: 0.009549607827206538, 61: 0.0076584852078935796, 62: 0.008191499020467596, 63: 0.005487036154685335, 64: 0.009065927787830755, 65: 0.01002532924741246, 66: 0.009835567112964374, 67: 0.011721451044312492, 68: 0.01008131518914419, 69: 0.007700791403450548, 70: 0.009156571575461266, 71: 0.01135813053621273, 72: 0.011653751740269405, 73: 0.007133449770436073, 74: 0.007395517203238057}"
0.4,0.0,0.6,0,33,8.130233302151511,0.3354640293528072,"{0: 0.008734418451884208, 1: 0.0075335963077703605, 2: 0.013584939398295566, 3: 0.005642489375366087, 4: 0.01104543508350922, 5: 0.006741127698070318, 6: 0.012930719341879698, 7: 0.007149750290362701, 8: 0.009301290189739657, 9: 0.00515428974333084, 10: 0.011776753475537353, 11: 0.012162605741372864, 12: 0.007218637164245543, 13: 0.009158125596481761, 14: 0.006634582223824771, 15: 0.008124776950320867, 16: 0.007988558173441969, 17: 0.006875449587979806, 18: 0.004674137616321339, 19: 0.008231883693761849, 20: 0.014538061745454977, 21: 0.01016395651624563, 22: 0.007551606418447677, 23: 0.007277527871859692, 24: 0.010028868633320689, 25: 0.006805960885332358, 26: 0.014434259020278367, 27: 0.01156829610445646, 28: 0.009390834647683964, 29: 0.009871028943349652, 30: 0.007992186891313233, 31: 0.005856886468341578, 32: 0.01086566360538963, 33: 0.011509319023420556, 34: 0.010998380989819347, 35: 0.010830147345558304, 36: 0.009755100070370013, 37: 0.013089282856607595, 38: 0.010280587668835687, 39: 0.005263054987120894, 40: 0.005982972121670752, 41: 0.011580955792833946, 42: 0.007437835244092931, 43: 0.011839777421969205, 44: 0.014440089173167338, 45: 0.007907300106131693, 46: 0.010681125407152806, 47: 0.007627866393478805, 48: 0.007181435767253656, 49: 0.008558453507083643, 50: 0.00836085964510622, 51: 0.011466364966566415, 52: 0.006696782124864317, 53: 0.007197299310514461, 54: 0.006718955691558432, 55: 0.00873868110829496, 56: 0.007975969662613498, 57: 0.008461453238850499, 58: 0.010106853817623994, 59: 0.007844675481661784, 60: 0.009958832969509846, 61: 0.007552730958754326, 62: 0.007954204177008366, 63: 0.005424711631903413, 64: 0.009204047402629829, 65: 0.009416868663444006, 66: 0.009646608609138827, 67: 0.012820337781107957, 68: 0.009738975730164924, 69: 0.007679084970583762, 70: 0.009485253449294547, 71: 0.011721400334414035, 72: 0.011000848543656763, 73: 0.0070937397992192515, 74: 0.007731713073728215}"
0.4,0.0,0.6,0,33,8.859830878498581,0.33798719302363917,"{0: 0.00897216868963444, 1: 0.008024887456797206, 2: 0.01312336409788062, 3: 0.005511349175732738, 4: 0.010868449365629059, 5: 0.006694818842280569, 6: 0.013478035546931598, 7: 0.007382775855781496, 8: 0.009386539170987196, 9: 0.005112208023166928, 10: 0.01194058154926406, 11: 0.011498932797280904, 12: 0.0073489713699222145, 13: 0.009015346001647372, 14: 0.006675547162049982, 15: 0.008487492980845116, 16: 0.00803228947618553, 17: 0.006959595713624723, 18: 0.004251333758787426, 19: 0.007942322187386651, 20: 0.01430498360141793, 21: 0.010507591437788856, 22: 0.0073611000635577595, 23: 0.007669242313682283, 24: 0.011012652579433402, 25: 0.007007973224733901, 26: 0.014729643733471293, 27: 0.011862816005140747, 28: 0.009016909958690783, 29: 0.010125759506299393, 30: 0.007920078855816163, 31: 0.006119917370924623, 32: 0.010605534321287746, 33: 0.011338250757066229, 34: 0.01044123416957825, 35: 0.01018504891641475, 36: 0.00949525768723996, 37: 0.012829824720437132, 38: 0.009279900259956666, 39: 0.005030471373138577, 40: 0.006302991299969542, 41: 0.011447803989101328, 42: 0.007582322031355069, 43: 0.012277395894438603, 44: 0.01399020797691225, 45: 0.007809332617954697, 46: 0.010653565009930845, 47: 0.007257615937611908, 48: 0.007872538855617018, 49: 0.008295257439093056, 50: 0.008962578002163015, 51: 0.011572259497319933, 52: 0.007071100201640089, 53: 0.006999324691709863, 54: 0.00693407866050896, 55: 0.00815754877247625, 56: 0.007380720031807864, 57: 0.008570970043572783, 58: 0.010156881062400806, 59: 0.007179502022370678, 60: 0.00977878252253756, 61: 0.007123943865986576, 62: 0.00824847860504589, 63: 0.005343835866096139, 64: 0.00892203052003616, 65: 0.009525253350797267, 66: 0.009666273012364874, 67: 0.01240406937425471, 68: 0.009394046883974362, 69: 0.008078024058080462, 70: 0.009242012281395843, 71: 0.011625830174379731, 72: 0.011135431041252957, 73: 0.007050454557505324, 74: 0.007629231292103977}"
0.4,0.0,0.6,0,34,8.241028357201387,0.33989045225768,"{0: 0.009122337847853147, 1: 0.008033224355746514, 2: 0.013796209909393054, 3: 0.005789912296761613, 4: 0.01067653246843416, 5: 0.006753357609521994, 6: 0.013079869809491308, 7: 0.007274000757078921, 8: 0.00905735153816668, 9: 0.005122382862108889, 10: 0.012139651270081963, 11: 0.011384342211249211, 12: 0.007808195469355823, 13: 0.008982438021472338, 14: 0.0066852404080445975, 15: 0.008412298984418243, 16: 0.008082787748813037, 17: 0.007281433953472632, 18: 0.004180906784653762, 19: 0.007914541594466964, 20: 0.013716400993487605, 21: 0.010471681840443468, 22: 0.007400992730364205, 23: 0.00758804695146355, 24: 0.010922880466020989, 25: 0.006511605625223675, 26: 0.014765557727265202, 27: 0.012627317479637362, 28: 0.009284546411863092, 29: 0.010171228120462611, 30: 0.008703583859660885, 31: 0.006359729778343799, 32: 0.011003535832302954, 33: 0.011117358478357672, 34: 0.010501968334531007, 35: 0.01057940231226208, 36: 0.00927953109157783, 37: 0.012744782491962188, 38: 0.00974664306522847, 39: 0.00581638703616947, 40: 0.005995429507143756, 41: 0.011941930039663628, 42: 0.007506746024070763, 43: 0.012021505504583667, 44: 0.014355478201336607, 45: 0.00765203889196637, 46: 0.010989875620214059, 47: 0.007197268055352806, 48: 0.008090243782226053, 49: 0.008193771242676633, 50: 0.00870025232048623, 51: 0.011117633518922802, 52: 0.00701916793778196, 53: 0.0066578603947661154, 54: 0.00690490242263006, 55: 0.007601313362748971, 56: 0.0070452737731443475, 57: 0.008218975171029964, 58: 0.00991178220731001, 59: 0.006783246650289358, 60: 0.009674484206111927, 61: 0.007040413228660196, 62: 0.008120093117071361, 63: 0.00505939181524894, 64: 0.008755426587509173, 65: 0.009315751992934246, 66: 0.009644135223305244, 67: 0.011475283299803019, 68: 0.009574164957928054, 69: 0.00830944845348552, 70: 0.009451974399503148, 71: 0.011429013357901353, 72: 0.010874971142542517, 73: 0.006766442629657779, 74: 0.007426072966656759}"
0.4,0.0,0.6,0,34,8.270982025521752,0.3416492147855942,"{0: 0.008982418182446869, 1: 0.008334311805355954, 2: 0.013640346756614068, 3: 0.005882300317231823, 4: 0.010547600823640944, 5: 0.006450406440333918, 6: 0.01256644342858631, 7: 0.007073984546788735, 8: 0.00939033153098555, 9: 0.004942097397778301, 10: 0.011472427709173392, 11: 0.011082750422236031, 12: 0.007814253847800648, 13: 0.008852621219397859, 14: 0.00690831947379087, 15: 0.00789172302568757, 16: 0.008332722210377175, 17: 0.007595651190587362, 18: 0.004429627743540547, 19: 0.00782739136272861, 20: 0.01284716630983336, 21: 0.010351489914722546, 22: 0.007101797302293507, 23: 0.007949043868718158, 24: 0.010798530628696104, 25: 0.0065924306668188925, 26: 0.015266019515688636, 27: 0.012352429337647438, 28: 0.00904874368311113, 29: 0.009630787597145373, 30: 0.008819344265800059, 31: 0.006296309841837642, 32: 0.010773732777157435, 33: 0.01099178068859777, 34: 0.01011830727567048, 35: 0.01049999821456194, 36: 0.008948758663812314, 37: 0.012980466707299906, 38: 0.009180451835302611, 39: 0.0060454247551346655, 40: 0.005611203100864512, 41: 0.011969148157534729, 42: 0.00771527540766058, 43: 0.011743789956924528, 44: 0.014462947866282057, 45: 0.008078410627819, 46: 0.011579823441278551, 47: 0.007023621923732913, 48: 0.008436061841634599, 49: 0.008465405635216958, 50: 0.009053947382744915, 51: 0.010905001019880784, 52: 0.007452371120783691, 53: 0.007114592962984399, 54: 0.006607892954589167, 55: 0.007390343077479136, 56: 0.006957483440899889, 57: 0.008538505779694977, 58: 0.010581503214513519, 59: 0.006728348136486732, 60: 0.009735982193730614, 61: 0.007257713696811047, 62: 0.008868885959994573, 63: 0.005482385884978695, 64: 0.008591829682470778, 65: 0.008502996734314856, 66: 0.009508451955120602, 67: 0.011414383409270932, 68: 0.00925211710974466, 69: 0.008782390431315323, 70: 0.00923143394474716, 71: 0.01141337404431683, 72: 0.010139537846955786, 73: 0.006882774937770909, 74: 0.007029647639776417}"
0.4,0.0,0.6,0,34,8.701369568034071,0.3432860244545273,"{0: 0.009183902505820313, 1: 0.008246096400810343, 2: 0.013452811302327823, 3: 0.0056192251951720125, 4: 0.00989481025238479, 5: 0.006794089479423888, 6: 0.012361196149471735, 7: 0.007080370159540182, 8: 0.008964454567798645, 9: 0.0047726435367450686, 10: 0.011063232035283437, 11: 0.011414284587182081, 12: 0.00827913488570217, 13: 0.008377206730349357, 14: 0.00676427720646093, 15: 0.008197938647173133, 16: 0.007946656622119958, 17: 0.007524313477174073, 18: 0.0043052763349425635, 19: 0.00759702290328059, 20: 0.013131867639321306, 21: 0.0089527155260965, 22: 0.00737470748550523, 23: 0.008241912321283799, 24: 0.010192537025736057, 25: 0.007262620911948705, 26: 0.015612474979920592, 27: 0.012858814681941192, 28: 0.009177916082630024, 29: 0.009575064928610457, 30: 0.009345927019227417, 31: 0.006167051322168164, 32: 0.010723228748007154, 33: 0.010742495060638324, 34: 0.010091363571419976, 35: 0.010459181053512873, 36: 0.008697299828444067, 37: 0.013211298958680107, 38: 0.009194147691327384, 39: 0.006347623355077022, 40: 0.005070319091269938, 41: 0.011380133686794275, 42: 0.00817112601459902, 43: 0.011696312597803333, 44: 0.014284861953073073, 45: 0.008442609545550721, 46: 0.011181868344491867, 47: 0.007417223085031305, 48: 0.00860486061936505, 49: 0.008434145562522508, 50: 0.00868821851502415, 51: 0.01100379527661219, 52: 0.006969246579439974, 53: 0.007257528355486284, 54: 0.00649429148225747, 55: 0.007419826074137113, 56: 0.0071592464269740665, 57: 0.008178009975955183, 58: 0.010705069282882165, 59: 0.00667718558638445, 60: 0.009333314753391941, 61: 0.006881070635099644, 62: 0.00875292823318609, 63: 0.005974738423368559, 64: 0.008462270760820317, 65: 0.009295913289668325, 66: 0.0095224615470385, 67: 0.011341006496123338, 68: 0.009613745552504618, 69: 0.008659188413418872, 70: 0.009291298397865681, 71: 0.011490407672921773, 72: 0.010195274407603174, 73: 0.0067896423859356994, 74: 0.007230829375269344}"
0.4,0.0,0.6,0,34,8.323359003603478,0.3442529291193628,"{0: 0.00878851957619081, 1: 0.00775420080919678, 2: 0.012915870611277542, 3: 0.005036719314519476, 4: 0.0099070535764734, 5: 0.006550213273621815, 6: 0.01181488396939646, 7: 0.0070676956605643165, 8: 0.00879385549006822, 9: 0.0049452527947693135, 10: 0.010941592081854603, 11: 0.011074026123434494, 12: 0.00814268105766897, 13: 0.0077914376514295934, 14: 0.006884623197072837, 15: 0.008742177643265476, 16: 0.0076084174341628005, 17: 0.007128280023122892, 18: 0.004350385465466681, 19: 0.008351900864040905, 20: 0.013050020800826604, 21: 0.009010191857746885, 22: 0.007653264185294808, 23: 0.008722112116552086, 24: 0.010496998394863021, 25: 0.007016320998042021, 26: 0.015082709230573858, 27: 0.013406917571905487, 28: 0.00891901651873449, 29: 0.010190180204281737, 30: 0.009208198597856768, 31: 0.007306783178056345, 32: 0.0105830491658453, 33: 0.010950684843767673, 34: 0.01039160497762432, 35: 0.01043853284088239, 36: 0.008248994948229438, 37: 0.013745433311307606, 38: 0.009241781804231443, 39: 0.006419787040254405, 40: 0.005522233070581177, 41: 0.010986949752111548, 42: 0.008817635907684255, 43: 0.011362895760558938, 44: 0.01412440427851387, 45: 0.008613300726515878, 46: 0.011108460736837682, 47: 0.007598683862785394, 48: 0.007714626091942773, 49: 0.007827920802389607, 50: 0.008625920165054562, 51: 0.010975549272338792, 52: 0.0070165931265850695, 53: 0.00717104538221846, 54: 0.006731196095672962, 55: 0.007725991609956156, 56: 0.007340683091085993, 57: 0.008525821947457725, 58: 0.010188608824842339, 59: 0.006800588117119778, 60: 0.009157465111385972, 61: 0.00673884069834916, 62: 0.008588696924716263, 63: 0.006248154278976199, 64: 0.008527519179211362, 65: 0.009327641403588218, 66: 0.00920205722280662, 67: 0.011302892406840834, 68: 0.010137832131184264, 69: 0.008643387390365633, 70: 0.009544964757494974, 71: 0.010965713161522991, 72: 0.010320771365291916, 73: 0.006896210814421935, 74: 0.006734601909863797}"
0.4,0.0,0.6,0,34,8.275983123051253,0.3445608415096423,"{0: 0.008339524178565276, 1: 0.007283824044500918, 2: 0.013288285024787846, 3: 0.004666472197697016, 4: 0.009868812966113529, 5: 0.006329248261158009, 6: 0.011553586276591917, 7: 0.006672143028911764, 8: 0.008777319439084144, 9: 0.005170670581629486, 10: 0.011403025182235493, 11: 0.010996563983066804, 12: 0.0078068427937485136, 13: 0.007852988236751332, 14: 0.006969053609867469, 15: 0.008776106625623144, 16: 0.00757252527498297, 17: 0.007155776978500589, 18: 0.004263935388028861, 19: 0.007891054521795862, 20: 0.013406574859032554, 21: 0.009257847337017363, 22: 0.007647083870895316, 23: 0.008636575044713641, 24: 0.0104676476805808, 25: 0.006828919021707097, 26: 0.014986390308711017, 27: 0.012917533243882964, 28: 0.008881492337374688, 29: 0.009896315783704986, 30: 0.009174604309576109, 31: 0.0074271991375134, 32: 0.010127812837321297, 33: 0.010520361839862245, 34: 0.010266810427970785, 35: 0.01100684864786396, 36: 0.007573714458283352, 37: 0.013688674103662014, 38: 0.009317663643811914, 39: 0.006378057974552736, 40: 0.005375437708233841, 41: 0.011023679667918184, 42: 0.008385504920557297, 43: 0.011427447633128536, 44: 0.013151769809706962, 45: 0.009169310337722909, 46: 0.010934133763505237, 47: 0.00780895967237627, 48: 0.00807497723291438, 49: 0.007893961288401257, 50: 0.008972939442318976, 51: 0.010911712669367786, 52: 0.007343583073840932, 53: 0.0073187868161679595, 54: 0.0071140507683618084, 55: 0.007735207886295717, 56: 0.0075699886286107075, 57: 0.008402224573658901, 58: 0.010662219420277438, 59: 0.006305167767697986, 60: 0.009687247756345262, 61: 0.006611941009604184, 62: 0.008721230533277268, 63: 0.00628983993710021, 64: 0.008374154481124666, 65: 0.010096028805738717, 66: 0.008836973114773279, 67: 0.011713536899878559, 68: 0.009933623440875656, 69: 0.00887147021816643, 70: 0.009843768652189281, 71: 0.011443450252878132, 72: 0.010276977485881597, 73: 0.006853202532090527, 74: 0.00742271629660832}"
0.4,0.0,0.6,0,34,7.683310920042313,0.34780046960594085,"{0: 0.00802173976529335, 1: 0.006813010046289659, 2: 0.013663591640021937, 3: 0.004709620795438686, 4: 0.00942196640222426, 5: 0.006141351860529942, 6: 0.010556634736784445, 7: 0.006837723084701328, 8: 0.009036890921459817, 9: 0.005108921451588656, 10: 0.010963410142499588, 11: 0.010698677192432232, 12: 0.008583288005125233, 13: 0.00778584929974938, 14: 0.006809429049557978, 15: 0.009305120938884033, 16: 0.007662140090625185, 17: 0.007399660043697112, 18: 0.004402699997031819, 19: 0.008020856973314668, 20: 0.012387303805514924, 21: 0.00915279242842965, 22: 0.007576591536099998, 23: 0.008728626667788635, 24: 0.010357630276042848, 25: 0.006440517682512678, 26: 0.015146979852862206, 27: 0.012202356959609174, 28: 0.008998491759370083, 29: 0.009934375164028666, 30: 0.009411227959777517, 31: 0.007583456667917416, 32: 0.00986387791887389, 33: 0.01081950614691613, 34: 0.0099140743742402, 35: 0.011213411088564829, 36: 0.00777778242524415, 37: 0.014008155522055603, 38: 0.009197153099301197, 39: 0.006565220510627442, 40: 0.005581564713366317, 41: 0.010749471518057973, 42: 0.008778961746379788, 43: 0.011060818812684881, 44: 0.013522165823737135, 45: 0.009386518517259856, 46: 0.011696615529210213, 47: 0.007684198331861508, 48: 0.008483635100274906, 49: 0.007832125010811554, 50: 0.008703023056367132, 51: 0.010102524818479695, 52: 0.0071851664015241765, 53: 0.007253934183882442, 54: 0.006976929826446346, 55: 0.00815750780496953, 56: 0.007382554175516133, 57: 0.008504942645756505, 58: 0.010394478561332542, 59: 0.00584878845857895, 60: 0.009507410494517667, 61: 0.006614340403676252, 62: 0.008600485625062578, 63: 0.005666074738395447, 64: 0.008281041298768938, 65: 0.010113536035171811, 66: 0.008603228113703537, 67: 0.012443863346414345, 68: 0.009784894877562081, 69: 0.009162159056397574, 70: 0.009692616018159933, 71: 0.011609953093635609, 72: 0.010295271339791889, 73: 0.0064251445899310535, 74: 0.007333185632996906}"
0.4,0.0,0.6,0,35,8.399378636150809,0.3515365763451738,"{0: 0.007867446793768947, 1: 0.007287086891289784, 2: 0.014637583634360426, 3: 0.004424324525102761, 4: 0.009390000932263116, 5: 0.005415305471764609, 6: 0.010702357389557866, 7: 0.007115137479815797, 8: 0.008931832579198879, 9: 0.005036213759017951, 10: 0.010776854344753749, 11: 0.010521690439201783, 12: 0.008193617877552734, 13: 0.007954827626463403, 14: 0.006948709650266121, 15: 0.009093190655438843, 16: 0.007561821839622001, 17: 0.007273615569397834, 18: 0.004282917934366258, 19: 0.007818505373003019, 20: 0.011894589671690058, 21: 0.009108851631064193, 22: 0.007045170866791801, 23: 0.008538410866223752, 24: 0.010294651085450105, 25: 0.006331950888812928, 26: 0.015451311644958535, 27: 0.012452111919328511, 28: 0.008130064092997213, 29: 0.010460635184701092, 30: 0.009301386413700338, 31: 0.007694870744883467, 32: 0.0102515466849196, 33: 0.0097486345956913, 34: 0.009774627240380664, 35: 0.01129251965377331, 36: 0.00758930479232443, 37: 0.014404109685133053, 38: 0.009363589661736317, 39: 0.006447176708055034, 40: 0.005294702782668769, 41: 0.009996515532426725, 42: 0.0091191715033375, 43: 0.011472465884230593, 44: 0.013378129720796928, 45: 0.009521754013144656, 46: 0.01160391488464138, 47: 0.007147431433342626, 48: 0.00890369851601244, 49: 0.007746481908607105, 50: 0.008436717045807762, 51: 0.010219428835570317, 52: 0.00706898846000377, 53: 0.00772798822572986, 54: 0.006877776882866158, 55: 0.008310878391511584, 56: 0.007689057317434265, 57: 0.008313490970728343, 58: 0.009853090776794068, 59: 0.0058591892305154105, 60: 0.009643989275494005, 61: 0.006719801810507523, 62: 0.00865296382626422, 63: 0.005525482274125134, 64: 0.008461234591477605, 65: 0.010715225050544614, 66: 0.008244571314729082, 67: 0.012269492908249854, 68: 0.009983105234971305, 69: 0.00880877196454617, 70: 0.009542301046128604, 71: 0.01140160124955918, 72: 0.010286693591488113, 73: 0.006878991781341331, 74: 0.007195724973726587}"
