prob,mu,temp,social,Run,max IN degree,avg clustering coeff
0.005859375,0.50306640625,0.20654296875,0.1474609375,0,0.0,0
0.779296875,0.50306640625,0.20654296875,0.1474609375,1,0.2825650515545332,59
0.005859375,0.11634765625,0.20654296875,0.1474609375,2,0.0,0
0.005859375,0.50306640625,0.11591796874999999,0.1474609375,3,0.0,0
0.005859375,0.50306640625,0.20654296875,0.1787109375,4,0.0,0
0.779296875,0.11634765625,0.11591796874999999,0.1787109375,5,0.25541005487066126,57
0.505859375,0.99806640625,0.061542968749999996,0.3974609375,6,0.2430595048256599,56
0.279296875,0.99806640625,0.061542968749999996,0.3974609375,7,0.2336168335778799,46
0.505859375,0.61134765625,0.061542968749999996,0.3974609375,8,0.23710820705746263,39
0.505859375,0.99806640625,0.26091796875,0.3974609375,9,0.24238610207362826,47
0.505859375,0.99806640625,0.061542968749999996,0.4287109375,10,0.2418783745982092,54
0.279296875,0.61134765625,0.26091796875,0.4287109375,11,0.24316028048697313,52
0.755859375,0.25556640625,0.27904296875,0.0224609375,12,0.29883933198854057,54
0.029296875,0.25556640625,0.27904296875,0.0224609375,13,0.2964797223682408,31
0.755859375,0.85884765625,0.27904296875,0.0224609375,14,0.32484349177781036,55
0.755859375,0.25556640625,0.04341796875,0.0224609375,15,0.3153620943321718,50
0.755859375,0.25556640625,0.27904296875,0.3037109375,16,0.2631995098367532,66
0.029296875,0.85884765625,0.04341796875,0.3037109375,17,0.199468178812324,42
0.255859375,0.75056640625,0.13404296875,0.2724609375,18,0.23614466099386686,42
0.529296875,0.75056640625,0.13404296875,0.2724609375,19,0.2615146033929092,60
0.255859375,0.36384765625,0.13404296875,0.2724609375,20,0.2433646131476333,44
0.255859375,0.75056640625,0.18841796875,0.2724609375,21,0.25454357711372677,54
0.255859375,0.75056640625,0.13404296875,0.0537109375,22,0.2846463941640332,34
0.529296875,0.36384765625,0.18841796875,0.0537109375,23,0.2840253120799305,43
0.380859375,0.13181640625,0.02529296875,0.3349609375,24,0.2312704196552262,45
0.654296875,0.13181640625,0.02529296875,0.3349609375,25,0.23499135371795526,51
0.380859375,0.24009765625,0.02529296875,0.3349609375,26,0.243606589067799,41
0.380859375,0.13181640625,0.07966796874999998,0.3349609375,27,0.23402922815231544,47
0.380859375,0.13181640625,0.02529296875,0.3662109375,28,0.2447431787483006,48
0.654296875,0.24009765625,0.07966796874999998,0.3662109375,29,0.2568438613046552,60
0.880859375,0.62681640625,0.17029296875,0.0849609375,30,0.2846518154975947,65
0.154296875,0.62681640625,0.17029296875,0.0849609375,31,0.27264527166040525,42
0.880859375,0.73509765625,0.17029296875,0.0849609375,32,0.2941419627943919,66
0.880859375,0.62681640625,0.22466796875,0.0849609375,33,0.29296762540843335,63
0.880859375,0.62681640625,0.17029296875,0.1162109375,34,0.2787442923081891,66
0.154296875,0.73509765625,0.22466796875,0.1162109375,35,0.2667028061162031,49
0.630859375,0.37931640625,0.09779296874999999,0.4599609375,36,0.2411226109148229,49
0.404296875,0.37931640625,0.09779296874999999,0.4599609375,37,0.2345944642361801,40
0.630859375,0.98259765625,0.09779296874999999,0.4599609375,38,0.23437036597610963,47
0.630859375,0.37931640625,0.15216796875,0.4599609375,39,0.23640885049044816,51
0.630859375,0.37931640625,0.09779296874999999,0.2412109375,40,0.24924312076938301,60
0.404296875,0.98259765625,0.15216796875,0.2412109375,41,0.2520050296346757,52
0.130859375,0.87431640625,0.24279296875,0.2099609375,42,0.26655065337856104,44
0.904296875,0.87431640625,0.24279296875,0.2099609375,43,0.25999286288072637,68
0.130859375,0.48759765625,0.24279296875,0.2099609375,44,0.25040510694260953,49
0.130859375,0.87431640625,0.29716796875,0.2099609375,45,0.25254908875660087,48
0.130859375,0.87431640625,0.24279296875,0.4912109375,46,0.23580991448542027,40
0.904296875,0.48759765625,0.29716796875,0.4912109375,47,0.25788104596371464,65
0.193359375,0.19369140625,0.11591796874999999,0.1162109375,48,0.26154687706172547,41
0.341796875,0.19369140625,0.11591796874999999,0.1162109375,49,0.28093956207501747,50
0.193359375,0.30197265625,0.11591796874999999,0.1162109375,50,0.2739390390704726,53
0.193359375,0.19369140625,0.061542968749999996,0.1162109375,51,0.2659528443748027,51
0.193359375,0.19369140625,0.11591796874999999,0.3349609375,52,0.24756355167990965,51
0.341796875,0.30197265625,0.061542968749999996,0.3349609375,53,0.24494330390226116,37
0.693359375,0.68869140625,0.26091796875,0.3662109375,54,0.24401803604830297,58
0.841796875,0.68869140625,0.26091796875,0.3662109375,55,0.24663909772331058,63
0.693359375,0.79697265625,0.26091796875,0.3662109375,56,0.25626027747721,61
0.693359375,0.68869140625,0.20654296875,0.3662109375,57,0.25389508099175856,61
0.693359375,0.68869140625,0.26091796875,0.0849609375,58,0.28338642211108894,49
0.841796875,0.79697265625,0.20654296875,0.0849609375,59,0.28273534404703,64
0.943359375,0.44119140625000003,0.04341796875,0.2412109375,60,0.2516773758190212,65
0.591796875,0.44119140625000003,0.04341796875,0.2412109375,61,0.269397710234603,61
0.943359375,0.54947265625,0.04341796875,0.2412109375,62,0.268079408251299,67
0.943359375,0.44119140625000003,0.13404296875,0.2412109375,63,0.25128054440744163,70
0.943359375,0.44119140625000003,0.04341796875,0.2099609375,64,0.27656041871814896,69
0.591796875,0.54947265625,0.13404296875,0.2099609375,65,0.2549672721214303,54
0.443359375,0.93619140625,0.18841796875,0.4912109375,66,0.22761522082516605,34
0.091796875,0.93619140625,0.18841796875,0.4912109375,67,0.2561735462676644,45
0.443359375,0.05447265625,0.18841796875,0.4912109375,68,0.234779104951261,40
