prob,mu,temp,social,Run,max IN degree,avg clustering coeff
0.34375,0.7215625,0.09156249999999999,0.40625,117,0.2061397110639379,39
0.34375,0.7215625,0.2184375,0.59375,118,0.20437705280115726,35
0.03125,0.7215625,0.09156249999999999,0.59375,119,0.20623163205150138,34
0.46875,0.10281249999999999,0.25468749999999996,0.28125,120,0.0,54
0.15625,0.10281249999999999,0.25468749999999996,0.28125,121,0.0,11
0.46875,0.8453125,0.25468749999999996,0.28125,122,0.212807622042292,49
0.46875,0.10281249999999999,0.2728125,0.28125,123,0.0,45
0.46875,0.10281249999999999,0.25468749999999996,0.21875,124,0.0,57
0.15625,0.8453125,0.2728125,0.21875,125,0.30407796413777466,60
0.96875,0.5978125,0.1096875,0.78125,126,0.21660248958887052,96
0.65625,0.5978125,0.1096875,0.78125,127,0.19025879330060744,56
0.96875,0.3503125,0.1096875,0.78125,128,0.17596858166134716,96
0.96875,0.5978125,0.1278125,0.78125,129,0.2100246962579696,98
0.96875,0.5978125,0.1096875,0.71875,130,0.21160460890975835,96
0.65625,0.3503125,0.1278125,0.71875,131,0.1748415669281719,64
0.71875,0.3503125,0.1821875,0.03125,132,0.2126517011357792,59
0.90625,0.3503125,0.1821875,0.03125,133,0.22033180862105362,88
0.71875,0.10281249999999999,0.1821875,0.03125,134,0.0,77
0.71875,0.3503125,0.2003125,0.03125,135,0.21295336029774348,66
0.71875,0.3503125,0.1821875,0.96875,136,0.16742958763924587,64
0.90625,0.10281249999999999,0.2003125,0.96875,137,0.0,93
0.21875,0.8453125,0.0371875,0.53125,138,0.20210113116356562,31
0.40625,0.8453125,0.0371875,0.53125,139,0.2043489842465115,37
0.21875,0.5978125,0.0371875,0.53125,140,0.19533133685602624,30
0.21875,0.8453125,0.0553125,0.53125,141,0.20427130119351966,34
0.21875,0.8453125,0.0371875,0.46875,142,0.20530398692177734,38
0.40625,0.5978125,0.0553125,0.46875,143,0.2012149811936651,46
0.09375,0.4740625,0.1459375,0.65625,144,0.18868795217588746,32
0.28125,0.4740625,0.1459375,0.65625,145,0.19217814272784095,34
0.09375,0.9690625,0.1459375,0.65625,146,0.20491868983791636,32
0.09375,0.4740625,0.1640625,0.65625,147,0.18653568913000196,30
0.09375,0.4740625,0.1459375,0.84375,148,0.180225450461833,34
0.28125,0.9690625,0.1640625,0.84375,149,0.1955090363112433,29
0.59375,0.9690625,0.2909375,0.15625,150,0.28328345239454256,70
0.78125,0.9690625,0.2909375,0.15625,151,0.31795753512107083,78
0.59375,0.4740625,0.2909375,0.15625,152,0.219736509281394,58
0.59375,0.9690625,0.0190625,0.15625,153,0.2937717051429705,62
0.59375,0.9690625,0.2909375,0.34375,154,0.21237227539527934,58
0.78125,0.4740625,0.0190625,0.34375,155,0.20022929404362266,80
0.84375,0.2265625,0.07343749999999999,0.90625,156,0.15577070074778285,80
0.53125,0.2265625,0.07343749999999999,0.90625,157,0.12788294055812657,49
0.84375,0.2265625,0.07343749999999999,0.90625,158,0.17202083029061604,91
0.84375,0.2265625,0.23656249999999998,0.90625,159,0.14353631297645253,84
0.84375,0.2265625,0.07343749999999999,0.09375,160,0.22027360992190592,85
0.53125,0.2265625,0.23656249999999998,0.09375,161,0.22751758078229517,56
0.34375,0.7215625,0.2184375,0.40625,162,0.20097654839123277,39
0.03125,0.7215625,0.2184375,0.40625,163,0.2020416002784244,33
0.34375,0.7215625,0.2184375,0.40625,164,0.2050866503778437,36
0.34375,0.7215625,0.09156249999999999,0.40625,165,0.20514928013959924,36
0.34375,0.7215625,0.2184375,0.59375,166,0.20026174938637517,37
0.03125,0.7215625,0.09156249999999999,0.59375,167,0.20216729765320526,34
0.46875,0.10281249999999999,0.25468749999999996,0.28125,168,0.0,54
0.15625,0.10281249999999999,0.25468749999999996,0.28125,169,0.0,10
0.46875,0.8453125,0.25468749999999996,0.28125,170,0.21923620533314545,57
0.46875,0.10281249999999999,0.2728125,0.28125,171,0.0,48
0.46875,0.10281249999999999,0.25468749999999996,0.21875,172,0.0,49
0.15625,0.8453125,0.2728125,0.21875,173,0.21383966712823155,35
0.96875,0.5978125,0.1096875,0.78125,174,0.2115984030427913,97
0.65625,0.5978125,0.1096875,0.78125,175,0.193456739878724,68
0.96875,0.3503125,0.1096875,0.78125,176,0.1790679593545238,98
0.96875,0.5978125,0.1278125,0.78125,177,0.21776964153424014,98
0.96875,0.5978125,0.1096875,0.71875,178,0.21652336999207955,94
0.65625,0.3503125,0.1278125,0.71875,179,0.17238738578878915,68
0.71875,0.3503125,0.1821875,0.03125,180,0.21548347334085696,65
0.90625,0.3503125,0.1821875,0.03125,181,0.2167243754582621,89
0.71875,0.10281249999999999,0.1821875,0.03125,182,0.0,72
0.71875,0.3503125,0.2003125,0.03125,183,0.20773643146825235,67
0.71875,0.3503125,0.1821875,0.96875,184,0.17536812817087202,72
0.90625,0.10281249999999999,0.2003125,0.96875,185,0.0,94
0.21875,0.8453125,0.0371875,0.53125,186,0.20586586465042894,32
0.40625,0.8453125,0.0371875,0.53125,187,0.20259735892091768,43
0.21875,0.5978125,0.0371875,0.53125,188,0.20103957369897546,35
0.21875,0.8453125,0.0553125,0.53125,189,0.20132351360670772,30
0.21875,0.8453125,0.0371875,0.46875,190,0.20661705730820853,30
0.40625,0.5978125,0.0553125,0.46875,191,0.1985280782304995,37
0.09375,0.4740625,0.1459375,0.65625,192,0.18693535436794975,30
0.28125,0.4740625,0.1459375,0.65625,193,0.19119505220493538,31
0.09375,0.9690625,0.1459375,0.65625,194,0.2046709186671511,34
0.09375,0.4740625,0.1640625,0.65625,195,0.18844221286040486,30
0.09375,0.4740625,0.1459375,0.84375,196,0.18744384369776518,29
0.28125,0.9690625,0.1640625,0.84375,197,0.2036160900847748,36
0.59375,0.9690625,0.2909375,0.15625,198,0.3687791626725429,69
0.78125,0.9690625,0.2909375,0.15625,199,0.2850586173006731,72
0.59375,0.4740625,0.2909375,0.15625,200,0.22099123355302042,68
0.59375,0.9690625,0.0190625,0.15625,201,0.29971880208141954,63
0.59375,0.9690625,0.2909375,0.34375,202,0.21002899436317646,47
0.78125,0.4740625,0.0190625,0.34375,203,0.2012613352854881,71
0.84375,0.2265625,0.07343749999999999,0.90625,204,0.15986198565687346,85
0.53125,0.2265625,0.07343749999999999,0.90625,205,0.12829968055909066,45
0.84375,0.2265625,0.07343749999999999,0.90625,206,0.1569953396723483,84
0.84375,0.2265625,0.23656249999999998,0.90625,207,0.15333225101146036,80
0.84375,0.2265625,0.07343749999999999,0.09375,208,0.19747602781225593,88
0.53125,0.2265625,0.23656249999999998,0.09375,209,0.22292728894481698,60
0.34375,0.7215625,0.2184375,0.40625,210,0.1995379542554082,30
0.03125,0.7215625,0.2184375,0.40625,211,0.2023545064896144,36
0.34375,0.7215625,0.2184375,0.40625,212,0.20386423111809715,36
0.34375,0.7215625,0.09156249999999999,0.40625,213,0.20506567126465275,36
0.34375,0.7215625,0.2184375,0.59375,214,0.20783268032340657,35
0.03125,0.7215625,0.09156249999999999,0.59375,215,0.2087847617835105,36
0.46875,0.10281249999999999,0.25468749999999996,0.28125,216,0.0,50
0.15625,0.10281249999999999,0.25468749999999996,0.28125,217,0.0,15
0.46875,0.8453125,0.25468749999999996,0.28125,218,0.2105754531103657,47
0.46875,0.10281249999999999,0.2728125,0.28125,219,0.0,45
0.46875,0.10281249999999999,0.25468749999999996,0.21875,220,0.0,48
0.15625,0.8453125,0.2728125,0.21875,221,0.31388835408700166,76
0.96875,0.5978125,0.1096875,0.78125,222,0.20909946987465777,96
0.65625,0.5978125,0.1096875,0.78125,223,0.2007796489973178,66
0.96875,0.3503125,0.1096875,0.78125,224,0.17378599626081548,97
0.96875,0.5978125,0.1278125,0.78125,225,0.208535239277096,95
0.96875,0.5978125,0.1096875,0.71875,226,0.2062765142519777,93
0.65625,0.3503125,0.1278125,0.71875,227,0.1700830742596676,63
0.71875,0.3503125,0.1821875,0.03125,228,0.2160105413311662,70
0.90625,0.3503125,0.1821875,0.03125,229,0.2305240740550703,91
0.71875,0.10281249999999999,0.1821875,0.03125,230,0.07255546940621567,67
0.71875,0.3503125,0.2003125,0.03125,231,0.2260372990030845,64
0.71875,0.3503125,0.1821875,0.96875,232,0.1617755058993182,71
0.90625,0.10281249999999999,0.2003125,0.96875,233,0.0,94
0.21875,0.8453125,0.0371875,0.53125,234,0.19547947404567126,35
0.40625,0.8453125,0.0371875,0.53125,235,0.20363171249655054,44
0.21875,0.5978125,0.0371875,0.53125,236,0.1959592122284928,31
0.21875,0.8453125,0.0553125,0.53125,237,0.20591298274357311,32
0.21875,0.8453125,0.0371875,0.46875,238,0.20261001214871605,31
0.40625,0.5978125,0.0553125,0.46875,239,0.19008608149335765,42
